rank	trigram	count	percent
1039	шум	10005	0.023727
1040	раж	9951	0.023599
1041	ека	9939	0.023570
1042	жап	9928	0.023544
1043	ума	9927	0.023542
1044	рет	9912	0.023506
1045	мде	9865	0.023395
1046	евр	9863	0.023390
1047	кач	9848	0.023354
1048	алп	9809	0.023262
1049	гия	9774	0.023179
1050	нав	9771	0.023172
1051	бин	9748	0.023117
1052	мча	9746	0.023113
1053	үшт	9724	0.023060
1054	рүл	9711	0.023030
1055	инк	9708	0.023022
1056	док	9682	0.022961
1057	тиз	9669	0.022930
1058	шер	9662	0.022913
1059	йым	9661	0.022911
1060	уюм	9654	0.022894
1061	сүй	9647	0.022878
1062	онс	9618	0.022809
1063	орл	9618	0.022809
1064	өшү	9617	0.022807
1065	пту	9610	0.022790
1066	зду	9603	0.022773
1067	ейи	9599	0.022764
1068	мүр	9592	0.022747
1069	рта	9583	0.022726
1070	жаң	9575	0.022707
1071	ттө	9528	0.022596
1072	опк	9517	0.022569
1073	кун	9483	0.022489
1074	бүл	9472	0.022463
1075	зил	9464	0.022444
1076	гас	9436	0.022377
1077	оон	9422	0.022344
1078	еда	9417	0.022332
1079	олч	9411	0.022318
1080	ома	9410	0.022316
1081	ерм	9402	0.022297
1082	лал	9380	0.022245
1083	умч	9342	0.022154
1084	йбү	9339	0.022147
1085	сыр	9326	0.022117
1086	иса	9316	0.022093
1087	лен	9311	0.022081
1088	шүү	9304	0.022064
1089	гуу	9258	0.021955
1090	көп	9256	0.021951
1091	зуу	9233	0.021896
1092	раз	9232	0.021894
1093	улд	9228	0.021884
1094	уро	9228	0.021884
1095	зал	9211	0.021844
1096	аян	9202	0.021822
1097	теш	9192	0.021799
1098	коз	9187	0.021787
1099	үүс	9182	0.021775
1100	үйб	9147	0.021692
1101	нур	9124	0.021637
1102	иби	9107	0.021597
1103	аим	9106	0.021595
1104	сты	9096	0.021571
1105	үтү	9076	0.021524
1106	илл	9056	0.021476
1107	ики	9029	0.021412
1108	зыл	9004	0.021353
1109	рту	9004	0.021353
1110	зүү	8995	0.021332
1111	псу	8990	0.021320
1112	лпы	8974	0.021282
1113	мбе	8935	0.021189
1114	соц	8935	0.021189
1115	айк	8934	0.021187
1116	спе	8890	0.021083
1117	апр	8888	0.021078
1118	үшк	8876	0.021049
1119	жээ	8872	0.021040
1120	үрд	8859	0.021009
1121	орк	8857	0.021004
1122	айс	8853	0.020995
1123	быр	8853	0.020995
1124	гүл	8847	0.020981
1125	уме	8819	0.020914
1126	опс	8788	0.020841
1127	тул	8785	0.020834
1128	ксп	8782	0.020826
1129	кра	8776	0.020812
1130	ате	8767	0.020791
1131	ушк	8740	0.020727
1132	нте	8720	0.020679
1133	еши	8700	0.020632
1134	кут	8693	0.020615
1135	нчү	8683	0.020592
1136	шып	8648	0.020509
1137	чис	8645	0.020502
1138	изг	8640	0.020490
1139	шул	8623	0.020449
1140	ред	8557	0.020293
1141	убл	8546	0.020267
1142	пик	8544	0.020262
1143	эки	8544	0.020262
1144	иту	8540	0.020253
1145	есп	8509	0.020179
1146	гуш	8503	0.020165
1147	мге	8503	0.020165
1148	мөл	8486	0.020124
1149	рсе	8485	0.020122
1150	мга	8474	0.020096
1151	исс	8460	0.020063
1152	нет	8452	0.020044
1153	дат	8439	0.020013
1154	иза	8437	0.020008
1155	дүй	8433	0.019999
1156	ээн	8427	0.019985
1157	асс	8416	0.019958
1158	лун	8394	0.019906
1159	сап	8386	0.019887
1160	ном	8367	0.019842
1161	маз	8360	0.019826
1162	тко	8360	0.019826
1163	нге	8358	0.019821
1164	ира	8355	0.019814
1165	көд	8355	0.019814
1166	йдо	8334	0.019764
1167	озг	8329	0.019752
1168	мкн	8317	0.019724
1169	рис	8304	0.019693
1170	өзб	8298	0.019679
1171	кла	8295	0.019672
1172	нөн	8247	0.019558
1173	эск	8230	0.019517
1174	ктр	8225	0.019506
1175	рдө	8206	0.019460
1176	яса	8196	0.019437
1177	лег	8191	0.019425
1178	зүл	8172	0.019380
1179	бли	8152	0.019332
1180	зия	8146	0.019318
1181	еде	8145	0.019316
1182	тот	8136	0.019294
1183	пци	8131	0.019283
1184	есс	8115	0.019245
1185	жек	8113	0.019240
1186	мет	8112	0.019238
1187	ыбы	8111	0.019235
1188	саа	8108	0.019228
1189	жог	8085	0.019174
1190	ялд	8060	0.019114
1191	ита	8041	0.019069
1192	рдо	8040	0.019067
1193	еңи	8037	0.019060
1194	нки	8010	0.018996
1195	ккө	8007	0.018989
1196	сма	8007	0.018989
1197	үүч	7997	0.018965
1198	зык	7984	0.018934
1199	ьер	7975	0.018913
1200	ртү	7956	0.018868
1201	шон	7948	0.018849
1202	орр	7943	0.018837
1203	гөр	7927	0.018799
1204	зго	7911	0.018761
1205	ашч	7896	0.018725
1206	күр	7878	0.018683
1207	чек	7878	0.018683
1208	ача	7865	0.018652
1209	бүт	7860	0.018640
1210	кыс	7854	0.018626
1211	шчы	7853	0.018623
1212	вра	7843	0.018600
1213	зин	7843	0.018600
1214	йды	7841	0.018595
1215	өра	7831	0.018571
1216	риа	7824	0.018555
1217	изм	7820	0.018545
1218	неч	7810	0.018521
1219	мон	7806	0.018512
1220	бой	7801	0.018500
1221	айб	7799	0.018495
1222	аяр	7798	0.018493
1223	пуб	7788	0.018469
1224	рру	7780	0.018450
1225	упц	7772	0.018431
1226	үлд	7750	0.018379
1227	бош	7736	0.018346
1228	йүн	7736	0.018346
1229	жең	7726	0.018322
1230	отк	7704	0.018270
1231	ало	7690	0.018237
1232	юнд	7687	0.018230
1233	кшы	7685	0.018225
1234	екш	7664	0.018175
1235	баз	7647	0.018135
1236	доб	7643	0.018125
1237	кше	7615	0.018059
1238	спу	7615	0.018059
1239	дак	7614	0.018057
1240	бүз	7609	0.018045
1241	дая	7609	0.018045
1242	кеч	7600	0.018023
1243	мыш	7583	0.017983
1244	ыбе	7558	0.017924
1245	орм	7536	0.017872
1246	пто	7507	0.017803
1247	улт	7494	0.017772
1248	мүч	7493	0.017770
1249	кси	7483	0.017746
1250	урс	7453	0.017675
1251	нта	7428	0.017615
1252	нва	7411	0.017575
1253	энб	7402	0.017554
1254	ошт	7396	0.017540
1255	ивд	7393	0.017532
1256	уза	7391	0.017528
1257	тог	7383	0.017509
1258	ээл	7378	0.017497
1259	эко	7376	0.017492
1260	үрк	7354	0.017440
1261	аңы	7349	0.017428
1262	але	7308	0.017331
1263	янв	7302	0.017317
1264	соң	7293	0.017295
1265	анч	7291	0.017291
1266	чус	7285	0.017276
1267	тон	7278	0.017260
1268	вер	7266	0.017231
1269	өөл	7245	0.017181
1270	чог	7243	0.017177
1271	бур	7226	0.017136
1272	мдө	7220	0.017122
1273	газ	7218	0.017117
1274	көб	7210	0.017098
1275	беш	7200	0.017075
1276	гал	7183	0.017034
1277	оли	7175	0.017015
1278	кап	7174	0.017013
1279	пол	7172	0.017008
1280	уюш	7160	0.016980
1281	гор	7156	0.016970
1282	лта	7156	0.016970
1283	азг	7154	0.016966
1284	мае	7152	0.016961
1285	жам	7143	0.016940
1286	лмы	7139	0.016930
1287	циа	7139	0.016930
1288	буш	7138	0.016928
1289	йнө	7137	0.016925
1290	үст	7124	0.016895
1291	өзө	7119	0.016883
1292	цин	7103	0.016845
1293	ино	7099	0.016835
1294	икк	7097	0.016830
1295	лтү	7095	0.016826
1296	мпи	7093	0.016821
1297	енг	7091	0.016816
1298	мчы	7080	0.016790
1299	тең	7076	0.016781
1300	өөс	7076	0.016781
1301	шот	7075	0.016778
1302	дап	7070	0.016766
1303	шев	7056	0.016733
1304	шык	7052	0.016724
1305	елү	7043	0.016702
1306	лти	7043	0.016702
1307	дас	7042	0.016700
1308	үзд	7042	0.016700
1309	абр	7039	0.016693
1310	нгө	7039	0.016693
1311	икс	7036	0.016686
1312	мье	7031	0.016674
1313	емь	7015	0.016636
1314	чей	7009	0.016622
1315	елт	6985	0.016565
1316	үйн	6975	0.016541
1317	над	6967	0.016522
1318	рыш	6948	0.016477
1319	рми	6946	0.016472
1320	өбү	6942	0.016463
1321	лөш	6935	0.016446
1322	чүн	6934	0.016444
1323	сто	6927	0.016427
1324	өрө	6901	0.016366
1325	дог	6884	0.016325
1326	пка	6882	0.016321
1327	оци	6867	0.016285
1328	үзө	6858	0.016264
1329	саб	6839	0.016219
1330	ылб	6837	0.016214
1331	аби	6826	0.016188
1332	гус	6809	0.016147
1333	мөн	6800	0.016126
1334	рик	6768	0.016050
1335	ойг	6766	0.016046
1336	ерн	6755	0.016019
1337	апш	6748	0.016003
1338	пла	6746	0.015998
1339	шие	6742	0.015989
1340	ашо	6739	0.015981
1341	пшы	6737	0.015977
1342	сөз	6728	0.015955
1343	тие	6708	0.015908
1344	дил	6704	0.015898
1345	зөм	6703	0.015896
1346	июн	6701	0.015891
1347	ост	6699	0.015887
1348	рөө	6679	0.015839
1349	стү	6675	0.015830
1350	оос	6647	0.015763
1351	дүк	6630	0.015723
1352	ыкч	6624	0.015709
1353	гыш	6605	0.015664
1354	тий	6602	0.015657
1355	омб	6593	0.015635
1356	жыр	6571	0.015583
1357	инс	6563	0.015564
1358	юшт	6561	0.015559
1359	тоб	6547	0.015526
1360	иим	6546	0.015524
1361	фор	6519	0.015460
1362	гис	6512	0.015443
1363	ори	6499	0.015412
1364	уци	6498	0.015410
1365	киш	6494	0.015400
1366	азд	6491	0.015393
1367	час	6475	0.015355
1368	нтя	6474	0.015353
1369	лли	6464	0.015329
1370	еба	6462	0.015325
1371	якт	6462	0.015325
1372	туц	6459	0.015317
1373	аль	6455	0.015308
1374	июл	6450	0.015296
1375	реж	6417	0.015218
1376	йго	6406	0.015192
1377	ачк	6402	0.015182
1378	чки	6390	0.015154
1379	раш	6388	0.015149
1380	ози	6383	0.015137
1381	йсы	6380	0.015130
1382	пас	6368	0.015102
1383	сым	6367	0.015099
1384	лаа	6345	0.015047
1385	мик	6345	0.015047
1386	амч	6344	0.015045
1387	наг	6341	0.015038
1388	аге	6336	0.015026
1389	лүп	6334	0.015021
1390	чоң	6334	0.015021
1391	беп	6324	0.014997
1392	сми	6320	0.014988
1393	лку	6313	0.014971
1394	оги	6299	0.014938
1395	авг	6295	0.014929
1396	етү	6292	0.014921
1397	каа	6284	0.014902
1398	фак	6274	0.014879
1399	шим	6272	0.014874
1400	вис	6263	0.014853
1401	ока	6250	0.014822
1402	вгу	6243	0.014805
1403	өөг	6239	0.014796
1404	ноя	6236	0.014789
1405	тки	6227	0.014767
1406	ычы	6225	0.014763
1407	иви	6223	0.014758
1408	бды	6192	0.014684
1409	иеш	6183	0.014663
1410	ымб	6170	0.014632
1411	лес	6150	0.014585
1412	мбу	6142	0.014566
1413	пты	6136	0.014551
1414	ерб	6135	0.014549
1415	буу	6133	0.014544
1416	ээр	6133	0.014544
1417	шоо	6128	0.014532
1418	ыгу	6117	0.014506
1419	рор	6115	0.014502
1420	ииб	6112	0.014495
1421	ояб	6098	0.014461
1422	утк	6076	0.014409
1423	ярд	6076	0.014409
1424	ыян	6073	0.014402
1425	чөл	6070	0.014395
1426	түк	6069	0.014393
1427	нөө	6065	0.014383
1428	уча	6063	0.014378
1429	чөс	6051	0.014350
1430	үмд	6040	0.014324
1431	өлт	6033	0.014307
1432	төг	6028	0.014295
1433	амг	6001	0.014231
1434	кот	5988	0.014200
1435	емп	5969	0.014155
1436	ичк	5968	0.014153
1437	оне	5963	0.014141
1438	мөө	5962	0.014139
1439	раа	5955	0.014122
1440	дми	5918	0.014034
1441	нку	5915	0.014027
1442	йка	5902	0.013997
1443	укк	5897	0.013985
1444	пко	5896	0.013982
1445	кма	5894	0.013978
1446	гаш	5888	0.013963
1447	рий	5883	0.013951
1448	шет	5879	0.013942
1449	што	5867	0.013914
1450	өөч	5864	0.013906
1451	дуг	5862	0.013902
1452	амм	5858	0.013892
1453	арш	5855	0.013885
1454	рке	5855	0.013885
1455	үзг	5852	0.013878
1456	сий	5842	0.013854
1457	гач	5814	0.013788
1458	кри	5813	0.013785
1459	гек	5809	0.013776
1460	фев	5794	0.013740
1461	умд	5788	0.013726
1462	туп	5758	0.013655
1463	чан	5747	0.013629
1464	яси	5726	0.013579
1465	урл	5725	0.013577
1466	айн	5712	0.013546
1467	ефо	5706	0.013532
1468	рөш	5705	0.013529
1469	нче	5694	0.013503
1470	кчы	5688	0.013489
1471	бөй	5659	0.013420
1472	мий	5652	0.013404
1473	зге	5650	0.013399
1474	ибе	5650	0.013399
1475	омм	5642	0.013380
1476	ипт	5641	0.013378
1477	мме	5613	0.013311
1478	рчы	5607	0.013297
1479	мма	5600	0.013280
1480	ыюу	5600	0.013280
1481	лед	5580	0.013233
1482	лка	5574	0.013219
1483	вго	5552	0.013167
1484	мдү	5549	0.013159
1485	зги	5548	0.013157
1486	даа	5546	0.013152
1487	зын	5531	0.013117
1488	ырс	5526	0.013105
1489	ним	5523	0.013098
1490	овг	5516	0.013081
1491	төн	5516	0.013081
1492	рси	5504	0.013053
1493	лса	5499	0.013041
1494	огр	5495	0.013031
1495	юмд	5491	0.013022
1496	кие	5478	0.012991
1497	зул	5471	0.012974
1498	мтө	5442	0.012906
1499	езд	5440	0.012901
1500	оск	5423	0.012861
1501	цио	5413	0.012837
1502	таз	5411	0.012832
1503	лүш	5390	0.012782
1504	ыда	5370	0.012735
1505	чуу	5366	0.012725
1506	диц	5356	0.012702
1507	етр	5337	0.012657
1508	куб	5336	0.012654
1509	мок	5333	0.012647
1510	езе	5328	0.012635
1511	өлд	5323	0.012623
1512	уни	5322	0.012621
1513	деш	5318	0.012612
1514	ойд	5311	0.012595
1515	фин	5306	0.012583
1516	сир	5299	0.012567
1517	рсы	5284	0.012531
1518	том	5283	0.012529
1519	үбү	5282	0.012526
1520	ице	5269	0.012495
1521	мдо	5264	0.012484
1522	бры	5260	0.012474
1523	брь	5258	0.012469
1524	мел	5247	0.012443
1525	көт	5243	0.012434
1526	ыта	5238	0.012422
1527	поз	5222	0.012384
1528	лгы	5194	0.012318
1529	арч	5193	0.012315
1530	тро	5191	0.012310
1531	рык	5186	0.012299
1532	юлд	5184	0.012294
1533	роп	5176	0.012275
1534	көм	5174	0.012270
1535	рте	5173	0.012268
1536	рээ	5172	0.012265
1537	око	5167	0.012253
1538	есе	5150	0.012213
1539	зом	5147	0.012206
1540	йлы	5130	0.012166
1541	азб	5126	0.012156
1542	ойт	5126	0.012156
1543	бук	5111	0.012121
1544	күй	5110	0.012118
1545	ойл	5107	0.012111
1546	онб	5101	0.012097
1547	тыю	5094	0.012080
1548	чер	5090	0.012071
1549	опе	5089	0.012069
1550	лио	5081	0.012050
1551	сер	5076	0.012038
1552	ыйм	5073	0.012031
1553	ило	5069	0.012021
1554	нци	5065	0.012012
1555	ноо	5059	0.011997
1556	адм	5058	0.011995
1557	пти	5054	0.011986
1558	ирл	5052	0.011981
1559	итт	5046	0.011967
1560	дум	5043	0.011959
1561	олс	5028	0.011924
1562	өкт	5016	0.011895
1563	ээк	5012	0.011886
1564	гым	5010	0.011881
1565	дия	4999	0.011855
1566	өбө	4999	0.011855
1567	зме	4976	0.011801
1568	нүк	4969	0.011784
1569	йжа	4958	0.011758
1570	вге	4944	0.011725
1571	фра	4943	0.011722
1572	йгө	4931	0.011694
1573	аси	4930	0.011691
1574	умт	4930	0.011691
1575	чүй	4929	0.011689
1576	ски	4919	0.011665
1577	нкт	4911	0.011646
1578	шыл	4909	0.011642
1579	они	4899	0.011618
1580	евг	4895	0.011608
1581	гөч	4875	0.011561
1582	абу	4864	0.011535
1583	илб	4851	0.011504
1584	баж	4850	0.011502
1585	көй	4849	0.011499
1586	ймы	4823	0.011438
1587	сла	4811	0.011409
1588	бүг	4805	0.011395
1589	лүн	4792	0.011364
1590	сис	4789	0.011357
1591	ето	4787	0.011352
1592	шал	4778	0.011331
1593	тех	4777	0.011329
1594	эли	4775	0.011324
1595	зөт	4772	0.011317
1596	тим	4760	0.011288
1597	ыск	4757	0.011281
1598	миң	4755	0.011276
1599	нкү	4749	0.011262
1600	лдү	4744	0.011250
1601	нсп	4740	0.011241
1602	кеб	4738	0.011236
1603	аин	4734	0.011227
1604	чун	4733	0.011224
1605	эмг	4733	0.011224
1606	алс	4731	0.011220
1607	зор	4728	0.011212
1608	окк	4712	0.011174
1609	сил	4694	0.011132
1610	мия	4691	0.011125
1611	руш	4684	0.011108
1612	юри	4684	0.011108
1613	арж	4660	0.011051
1614	тес	4653	0.011035
1615	аег	4645	0.011016
1616	жаг	4645	0.011016
1617	чүр	4644	0.011013
1618	сүз	4641	0.011006
1619	ыба	4616	0.010947
1620	ешк	4603	0.010916
1621	пал	4595	0.010897
1622	рчи	4585	0.010873
1623	нел	4574	0.010847
1624	укр	4568	0.010833
1625	күм	4567	0.010831
1626	төм	4567	0.010831
1627	леш	4565	0.010826
1628	аяк	4556	0.010805
1629	абе	4552	0.010795
1630	шме	4550	0.010790
1631	рыг	4546	0.010781
1632	ике	4544	0.010776
1633	фей	4539	0.010764
1634	жук	4538	0.010762
1635	оюл	4534	0.010752
1636	ейс	4531	0.010745
1637	дис	4529	0.010740
1638	зиц	4510	0.010695
1639	сам	4506	0.010686
1640	рот	4505	0.010684
1641	тбе	4505	0.010684
1642	рум	4501	0.010674
1643	үйд	4479	0.010622
1644	ырл	4474	0.010610
1645	лту	4462	0.010582
1646	ора	4462	0.010582
1647	бду	4459	0.010574
1648	рза	4450	0.010553
1649	лак	4439	0.010527
1650	наз	4431	0.010508
1651	ыка	4428	0.010501
1652	лсо	4418	0.010477
1653	ода	4415	0.010470
1654	дос	4390	0.010411
1655	мыл	4382	0.010392
1656	рмо	4381	0.010390
1657	сыя	4380	0.010387
1658	кит	4378	0.010382
1659	дже	4368	0.010359
1660	күт	4367	0.010356
1661	елб	4366	0.010354
1662	нот	4365	0.010352
1663	лөө	4353	0.010323
1664	бда	4352	0.010321
1665	риз	4345	0.010304
1666	кил	4344	0.010302
1667	хан	4344	0.010302
1668	ирө	4330	0.010269
1669	ква	4329	0.010266
1670	ңдо	4321	0.010247
1671	сбу	4309	0.010219
1672	ель	4307	0.010214
1673	шел	4300	0.010197
1674	зыя	4298	0.010193
1675	мос	4298	0.010193
1676	урт	4296	0.010188
1677	йсб	4291	0.010176
1678	ехн	4283	0.010157
1679	чкы	4279	0.010148
1680	ерэ	4275	0.010138
1681	ият	4273	0.010133
1682	ому	4268	0.010122
1683	зие	4265	0.010114
1684	асу	4263	0.010110
1685	кко	4261	0.010105
1686	ырм	4236	0.010046
1687	сек	4234	0.010041
1688	үнг	4231	0.010034
1689	сса	4228	0.010027
1690	мол	4226	0.010022
1691	ыйг	4225	0.010020
1692	ерч	4224	0.010017
1693	енс	4221	0.010010
1694	ныб	4215	0.009996
1695	гел	4212	0.009989
1696	ена	4202	0.009965
1697	шкы	4201	0.009963
1698	сып	4200	0.009960
1699	тый	4198	0.009956
1700	ягы	4194	0.009946
1701	пат	4193	0.009944
1702	мго	4188	0.009932
1703	омг	4183	0.009920
1704	рег	4169	0.009887
1705	ыко	4166	0.009880
1706	лид	4165	0.009877
1707	сог	4146	0.009832
1708	най	4145	0.009830
1709	оңд	4137	0.009811
1710	аяг	4136	0.009808
1711	рне	4132	0.009799
1712	смо	4125	0.009782
1713	ахм	4120	0.009771
1714	зас	4107	0.009740
1715	ийг	4107	0.009740
1716	сый	4106	0.009737
1717	үлк	4099	0.009721
1718	куг	4087	0.009692
1719	унк	4079	0.009673
1720	осм	4064	0.009638
1721	моо	4060	0.009628
1722	зүп	4057	0.009621
1723	ыйл	4051	0.009607
1724	гыт	4050	0.009605
1725	жүк	4050	0.009605
1726	кае	4049	0.009602
1727	мүл	4041	0.009583
1728	ржы	4041	0.009583
1729	апп	4037	0.009574
1730	йбе	4030	0.009557
1731	ырб	4025	0.009545
